address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,name,byob,bikeparking,businessacceptsbitcoin,businessacceptscreditcards,byappointmentonly,caters,coatcheck,corkage,dogsallowed,drivethru,goodfordancing,goodforkids,happyhour,hastv,open24hours,outdoorseating,restaurantscounterservice,restaurantsdelivery,restaurantsgoodforgroups,restaurantsreservations,restaurantstableservice,restaurantstakeout,smoking,wheelchairaccessible,alcohol_false,alcohol_beer_and_wine,alcohol_full_bar,byobcorkage_false,byobcorkage_yes_corkage,byobcorkage_yes_free,noiselevel_average,noiselevel_loud,noiselevel_quiet,noiselevel_very_loud,restaurantsattire_casual,restaurantsattire_dressy,restaurantsattire_formal,restaurantsattire_no_dress_code,restaurantspricerange2_$10_and_under,restaurantspricerange2_$11_to_30,restaurantspricerange2_$31_to_60,restaurantspricerange2_$61_and_over,wifi_false,wifi_free,wifi_paid
"3708 Las Vegas Blvd S, Level 2, The Blvd Tower, The Cosmopolitan of Las Vegas",Las Vegas,NV,89109,36.109967,-115.1754,4,143,1,JBAkpL5KCK2tyomhAL6DHg,Tekka Bar: Handroll & Sake,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
3565 Rainbow Blvd,Las Vegas,NV,89147,36.1242000795,-115.2445009583,2,86,1,OzPSwxV8AH2S5KvoBTjH5Q,Tropical Smoothie Cafe,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"16581 W Bell Rd, Ste 101",Surprise,AZ,85374,33.6382133,-112.4155026,3.5,99,1,JopdJujjQ6a7J3xcA2VbHw,Dickey's Barbecue Pit,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51 N Nellis,Las Vegas,NV,89110,36.1608412,-115.0627204,4,86,1,tgXiIcCoKYfg-hm8yLxenQ,In-N-Out Burger,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5164 Pearl Rd,Cleveland,OH,44129,41.419627,-81.728379,3,55,1,aAVydRJ23okd1AHi2AS4Mw,Cleveland Corned Beef,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"6605 S Las Vegas Blvd, Ste 145A",Las Vegas,NV,89119,36.0692928,-115.1775547,3.5,281,0,0qPNeqLuKE88rKbIbSZDpg,Killer Shrimp,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4115 Butler St,Pittsburgh,PA,15201,40.4700107,-79.9611342,3.5,463,1,plHKBwA18aWeP-TG8DC96Q,Smoke BBQ Taqueria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7024 Brighton Park Dr,Charlotte,NC,28227,35.1713822,-80.6606639,3,67,1,bMTqFQqYoeANon4iVlatpQ,Jimmie's Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"1854 Coventry Rd, UNIT B",Cleveland Heights,OH,44118,41.508652,-81.580318,3.5,127,1,kmGXnOfkBldRQ_ECXytFUQ,Bodega Restaurant & Lounge,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
865 York Mills Road,Toronto,ON,M3B 1Y6,43.7541711,-79.3494929,3,68,0,hjk3ox7w1akbEuOgTJ03Bw,WonderPho,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"1325 N Greenfield Rd, Ste 101",Mesa,AZ,85205,33.4397457,-111.7358478,4,255,1,r6cTbsmg4MhdHJnKWwefVw,Crackers & Co Cafe,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
87 Island Road,Scarborough,ON,M1C 2P6,43.7976257,-79.1392207,4,55,1,ke2VvoVX_aVJXqZLBAsEtA,The Black Dog Pub,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1446 Som Center Rd,Mayfield Heights,OH,44124,41.521149,-81.4396307,5,58,1,HikKb0xHAgJl163zWi7nkQ,Fried Rice Hibachi 2 go,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"Aria Resort and Casino, 3745 Las Vegas Blvd S",Las Vegas,NV,89109,36.1068839544,-115.1742267609,3.5,164,0,0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
511 Rue de Courcelle,Montréal,QC,H4C 3C1,45.4730199,-73.5890701,4,55,1,zr2wA55AskfBJxrvUeDZRA,Tejano BBQ Burrito,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"420 S Rampart Blvd, Ste 120",Las Vegas,NV,89145,36.1675004657,-115.2859196439,3.5,75,0,5YKsKS3nzdkwu37ORT9oiQ,Pizza Lounge,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"2501 W Happy Valley Rd, Ste 50-1250",Phoenix,AZ,85027,33.7112906335,-112.1111088532,3,205,1,O1iooQB4W8uHKvnyl3ILHw,L&L Hawaiian BBQ,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
900 Place Jean-Paul-Riopelle,Montréal,QC,H2Z 2B2,45.5029475,-73.5612041,4.5,258,1,mnn--vaYHtNyBNYFYBFIog,Toqué,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
983 Queen Street E,Toronto,ON,M4M 1K2,43.6613395795,-79.3383130385,4,169,1,Xhf3nW6UahoVpRMkVUlnJA,Te Aro,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
200 Augusta Ave,Toronto,ON,M5T 2L8,43.6543909,-79.4022305,3.5,104,1,nOmR49imE4GtmwWVLkHS9A,Pancho y Emiliano,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9775 Charlotte Hwy,Fort Mill,SC,29732,35.002024,-80.856091,4.5,52,1,F1tRni0x93nfRA-O5SHHzg,Tacos Coranay,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
671 St. Clair Avenue W,Toronto,ON,M6C 1A7,43.6816887,-79.4250487,4,65,1,V0eTUwFEIK7aAV_U_OnLEg,CocoaLatte,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5663 S Power Rd,Mesa,AZ,85212,33.3127686,-111.6863573,4,284,1,gOpOoZgrF2shRLCBBzO3Mw,Burrito Shack,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7540 Oso Blanca Rd,Las Vegas,NV,89149,36.2967860416,-115.2884050301,4,119,1,RTKVzDedmoWN8YjTcMBoNg,BurgerIM,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4011 Boulevard Decarie,Montréal,QC,H4A 3J8,45.4775642,-73.6156736,3.5,60,1,52-omTjba8j2Zo6Eg6_jgw,Orange Café,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13848 N 51st Ave,Glendale,AZ,85306,33.6116171606,-112.1684789658,4,313,1,67Dl9MQcSUNU0OqgsaFs_w,Pullano's Pizza & Wings,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"14039 E Independence Blvd, Ste A5",Indian Trail,NC,28079,35.078671,-80.653514,4.5,143,1,9wNvIYUtUkB0B1LDyxapHg,Sabor Latin Street Grill - Indian Trail,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
332 Curry Hollow Rd,Pittsburgh,PA,15236,40.337554,-79.977042,4.5,82,1,3zR3Uj23aXY1V3L2qt1t6w,Our Little Secret Cafe & Catering,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2201 N 83rd Ave,Phoenix,AZ,85035,33.4721249,-112.2370041,4,66,1,cTkya76AXsXylIyl5bFn4w,Star Wok,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"200 Park Ave, Ste 146",Orange,OH,44122,41.453407,-81.486211,3,64,1,isWgRIa-He_5V517AMBNGA,3 Palms Pizzerria,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1920 W Bell Rd,Phoenix,AZ,85023,33.6405188,-112.10084,2,85,0,8h5C4aF_MIwlLBc9JtaD7Q,IHOP,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3049 S Las Vegas Blvd, Ste 20, Key Center",Las Vegas,NV,89109,36.131973,-115.163728,3,110,0,2Xc6cpbFM6bqKkgz6bV9kQ,Rock n Roll Sushi,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13766 West McDowell Road,Goodyear,AZ,85338,33.4649982,-112.3552449,3.5,185,1,vsdc5yC1kJ29CCjCMjD4Vg,Black Angus Steakhouse,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
26-8099 Weston Rd,Vaughan,ON,L4L 0C1,43.798134,-79.5493127,4,145,1,hTUtle9Btvw-K_0ne0og_A,Pho Real,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
365 Hughes Ctr Dr,Las Vegas,NV,89169,36.1149584,-115.1555933,4.5,293,1,BuHbMNbCQzzYi-3Y5w1c4Q,The Habit Burger Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18835 N Thompson Peak Pkwy,Scottsdale,AZ,85255,33.6567087987,-111.8665075239,4,145,1,SKpg4zgr83YPZ14uzhmn9g,Ciao Grazie,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2625 E Bell Rd,Phoenix,AZ,85032,33.6400327,-112.0249314,3.5,103,0,UHMnvEITSspCVWTGRIKRaQ,Wagon Yard,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
927 E University Dr,Tempe,AZ,85281,33.421712,-111.925231,3.5,106,0,U2W22Vy1oSs4G7W-2vdQ4w,Thai Rama,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
155A York Boulevard,Richmond Hill,ON,L4B 3B4,43.8473734617,-79.3743220545,3.5,371,1,Cr5CLpmVrmzFyz_RfQ6rmA,Scaddabush Italian Kitchen & Bar,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"1690, Rue Ontario Est",Montréal,QC,H2L 1S7,45.5255212,-73.5594016,4,53,1,MhFoFpLBx_Fy8gs9dlwtGA,Au Petit Extra,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
310 8th Avenue SW,Calgary,AB,T2P 1C1,51.0456856,-114.0686148,4,109,1,LSMeZ0lITrnxaz7LGCaeUQ,LOCAL 8th Ave,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
700 Bloor St W,Toronto,ON,M6G,43.663956,-79.41755,3.5,103,1,v0a2G9zBDM3hVprzSy39Kw,Owl of Minerva,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7785 Plaza Blvd,Mentor,OH,44060,41.6581921,-81.3644696,2.5,81,1,k1FNfGvknWVC_GzirQThmA,Outback Steakhouse,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2022 Penn Ave,Pittsburgh,PA,15222,40.4512945,-79.9831848,4,176,1,-httBl6DSZiUtDX4SQWtag,The Enrico Biscotti,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
605 Bloor Street W,Toronto,ON,M6G 1K6,43.6645288,-79.4131193,4.5,104,1,oZP0Ynj-yHUxJUmY7-HaUA,Rustle & Still Café,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"7440 W Cheyenne, Ste 101",Las Vegas,NV,89128,36.2187080141,-115.2590422874,3.5,105,1,XVA_j7ACtBZ7vx7Hda6eJw,Capriotti's Sandwich Shop,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15768 N Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,33.6290190499,-111.8891028676,3,60,1,MfM1RlnTRFY4k0IDlKTMwA,Einstein Bros Bagels,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1079 St Clair Avenue West,Toronto,ON,M6H 3E4,43.6786263,-79.4396588,4,70,1,R2ngkZC6KtJwRK_fmJk4WA,DeSotos Eatery,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
215 300 Borough Drive,Scarborough,ON,M1P 4P5,43.7760149,-79.2569642,3,100,1,7hUp4XxmUCGqvPFAM8IJww,Moxie's Grill & Bar,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1103 W Oregon St,Urbana,IL,61801,40.1068411,-88.2218579,3.5,60,1,UTrqsP-oQrwoIOmBv_Jtzg,Merry Ann's Diner,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
469 Bloor Street W,Toronto,ON,M5S 1X9,43.6659752,-79.4067809,4,65,0,0BJK4_RQnNiiXJcYPEgG3w,Mt Everest Restaurant,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"3111 S Valley View Blvd, Ste 105, Bldg M",Las Vegas,NV,89102,36.131856,-115.1924342,3,233,1,nS6QENxe6YODNrQ45bpC-A,Verdi Pizza,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
5980 University Blvd,Moon,PA,15108,40.520346757,-80.2181983246,3.5,50,1,xOYJ5-WqKdGy5l4nviDU-A,Mike & Tony's Gyros,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
129 E Fremont St,Las Vegas,NV,89101,36.1703149,-115.1448997,4,599,1,eoyvbnRYQe-z85e8Rc6vAg,Grotto Ristorante,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5210 Finch Avenue E,Scarborough,ON,M1S 4Z8,43.810376,-79.257055,3.5,191,1,2YsKefH250qxg28QCyEWZw,Samosa King - Embassy Restaurant,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3609 Rue St-Denis,Montréal,QC,H2X 3L6,45.5181123,-73.5694953,4,85,1,qltrxd6_usFu1Q0mM5ZCNQ,La Fabrique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"5770 Centennial Center Blvd, Ste 145",Las Vegas,NV,89149,36.2662339,-115.2580131,4.5,119,1,c9l9W2rlyZT8rtuYstn8BA,My Garage Restaurant,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
220 Yonge St,Toronto,ON,M5B 2H1,43.653929,-79.3802132,3,87,0,qjYhAxibnS2M5IybPd5Yfw,Eggspectation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1133 Dundas Street E,Mississauga,ON,L4Y 2C3,43.6041675,-79.5904118,4,155,1,H4-PU2SIOfHgi3R1hCC0-g,Holy Smokez BBQ Sandwiches,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2280 Dixie Road,Mississauga,ON,L4Y 1Z4,43.602217,-79.5768496,3.5,76,1,Oj4PqiXtPTd4kZdI5aG1uw,Jade Dim Sum,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1044 E Camelback,Phoenix,AZ,85014,33.509676999999996,-112.058811,3.5,335,1,b207RNqIAhTd4JsRsnXB1Q,Los Dos Molinos,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1599 The Queensway,Etobicoke,ON,M8Z 1V1,43.6169525,-79.5427596,3.5,171,1,prlIJsg3UEg3DioOZPFhig,The Burger's Priest,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"3660 E Franklin Blvd, Ste 10",Gastonia,NC,28056,35.2600588844,-81.1151456664,4,50,1,DoCnI75tpJYvlojTMYs2tg,Shane's Rib Shack,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"123 Front St W, Unit 103",Toronto,ON,M5J 2M2,43.6448698,-79.3830719,3.5,90,1,826djy6K_9Fp0ptqJ2_Yag,Chipotle Mexican Grill,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1235 N Hwy 16,Denver,NC,28037,35.476432,-80.993982,4.5,68,1,Sqbx1-q5b8DbqWPWnBkBqQ,Westlake Restaurant,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"Scarborough Village Mall, 3280 Midland Avenue",Toronto,ON,M1V 0C7,43.8057913,-79.2888483,3,107,1,FkNJgKjz6Yj-eoi3pPNWFw,Korean Grill House,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3645 Las Vegas Blvd S,Las Vegas,NV,89117,36.114024,-115.167687,3.5,128,1,YLL7tZjII-lsEprbfVkMzQ,Johnny Rockets,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
606 N 4th Ave,Phoenix,AZ,85003,33.4549678,-112.0791022,4,61,0,EhK37wNBtzk64S8kksL9Og,Palatte,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
820 N Dysart Rd,Goodyear,AZ,85338,33.4552516,-112.3414822,3,90,1,waT5bKkbYJceDpyhzSVPlg,Waffle House,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0804736858,-115.1355851517,3,185,1,FFolUMaFqs8vdu9ybE4-IA,Sammy's Woodfired Pizza And Grill,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4400 Sharon Rd,Charlotte,NC,28211,35.1521570238,-80.8302691114,3.5,404,1,AuIiqDeL65kczmiFSkAWrA,Maggiano's Little Italy,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"301 N Gilbert Rd, Bldg 2",Gilbert,AZ,85234,33.355218,-111.789506,4,131,1,-fFOKUTH4KTD4Ag2NP5VAw,Topo,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1822 W 25th St,Cleveland,OH,44113,41.4862043,-81.7053336,4.5,104,1,ZcbGfZ0GYjvJp9xi5uE9KA,Pizza Whirl,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
453 W Gilman St,Madison,WI,53703,43.073425,-89.394789,4,63,1,wQgY7CdljLdCJm6XIk1HuA,Cheba Hut Toasted Subs,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
139 Lakeshore Road E,Mississauga,ON,L5G 1E5,43.5548611,-79.5817496,3,80,0,kuAWQKIhXj5jiO5Ll4SuMQ,Ten Restaurant & Wine Bar,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1401 N Decatur Blvd,Las Vegas,NV,89108,36.185178,-115.206437,3,208,1,Qor28v4BlhSwtN8DSvah9g,Pepe's Tacos,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"4984 S Power Rd, Ste 107",Mesa,AZ,85212,33.3255068783,-111.6876027905,3,60,1,o1SDx95NHJY47dkSCvRnGQ,Chipotle Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
555 N Scottsdale Rd,Tempe,AZ,85281,33.4343702001,-111.925423637,3,71,1,arFyWH26WkKjGEnh3FNXww,Wingstop,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"3500 Executive Terminal Dr, Ste 200",Henderson,NV,89052,35.9773336,-115.1390361,4,93,1,mxQaRW6HZxXcvHSo31H-Yw,The Landings,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
